date,vendor_id,category,amount
2024-10-11,VEND-028,ICT,16489.48
2024-10-11,VEND-060,Construction,7954.2
2024-10-11,VEND-032,Office Supplies,2623.26
2024-10-11,VEND-019,ICT,30064.86
2024-10-11,VEND-005,Construction,93496.09
2024-10-12,VEND-011,Office Supplies,1455.37
2024-10-12,VEND-031,Office Supplies,2118.83
2024-10-12,VEND-016,Consulting,11073.41
2024-10-12,VEND-033,Consulting,13344.53
2024-10-12,VEND-052,Construction,17922.97
2024-10-12,VEND-038,Consulting,27661.73
2024-10-13,VEND-007,Construction,19816.9
2024-10-13,VEND-022,Consulting,13981.42
2024-10-13,VEND-055,Office Supplies,3727.15
2024-10-13,VEND-027,Construction,71092.48
2024-10-13,VEND-023,Construction,56760.56
2024-10-13,VEND-039,ICT,27262.2
2024-10-14,VEND-045,Consulting,28042.79
2024-10-14,VEND-018,Travel,2825.65
2024-10-14,VEND-049,ICT,11150.66
2024-10-14,VEND-021,Consulting,12323.34
2024-10-14,VEND-004,Office Supplies,2164.25
2024-10-14,VEND-048,Office Supplies,1256.71
2024-10-15,VEND-052,Office Supplies,552.58
2024-10-15,VEND-042,Office Supplies,1684.54
2024-10-15,VEND-001,Office Supplies,1472.58
2024-10-15,VEND-048,Office Supplies,4105.8
2024-10-15,VEND-011,ICT,11380.5
2024-10-15,VEND-008,Construction,78215.85
2024-10-16,VEND-060,Office Supplies,4804.26
2024-10-16,VEND-045,Construction,114843.37
2024-10-16,VEND-037,ICT,12655.53
2024-10-16,VEND-008,ICT,33723.13
2024-10-16,VEND-024,ICT,9638.0
2024-10-16,VEND-017,ICT,13406.17
2024-10-17,VEND-046,Travel,2347.86
2024-10-17,VEND-052,Travel,8283.68
2024-10-17,VEND-043,Office Supplies,1173.88
2024-10-17,VEND-005,Construction,62094.3
2024-10-17,VEND-038,Consulting,10009.77
2024-10-17,VEND-048,ICT,20341.48
2024-10-18,VEND-025,Travel,6907.65
2024-10-18,VEND-015,Travel,2413.13
2024-10-18,VEND-014,ICT,14205.29
2024-10-18,VEND-025,ICT,6886.3
2024-10-18,VEND-040,Consulting,10875.12
2024-10-18,VEND-013,ICT,20938.94
2024-10-19,VEND-060,Consulting,25029.86
2024-10-19,VEND-010,ICT,17132.28
2024-10-19,VEND-060,Construction,24041.39
2024-10-19,VEND-050,Construction,13830.12
2024-10-19,VEND-032,Travel,2842.59
2024-10-19,VEND-049,Construction,36884.4
2024-10-20,VEND-055,Consulting,26812.62
2024-10-20,VEND-012,Office Supplies,1550.55
2024-10-20,VEND-021,Travel,6281.06
2024-10-20,VEND-046,Travel,2332.2
2024-10-20,VEND-011,Office Supplies,3274.57
2024-10-20,VEND-022,Construction,90989.74
2024-10-21,VEND-015,Travel,3590.81
2024-10-21,VEND-050,ICT,11397.23
2024-10-21,VEND-013,ICT,25226.03
2024-10-21,VEND-037,Construction,45578.01
2024-10-21,VEND-019,Consulting,5119.63
2024-10-21,VEND-030,ICT,12578.19
2024-10-22,VEND-047,Office Supplies,4769.82
2024-10-22,VEND-058,ICT,17972.01
2024-10-22,VEND-001,ICT,19726.82
2024-10-22,VEND-035,ICT,6881.79
2024-10-22,VEND-010,Construction,31764.47
2024-10-22,VEND-046,Office Supplies,3131.79
2024-10-23,VEND-013,Consulting,11749.42
2024-10-23,VEND-036,Consulting,8219.05
2024-10-23,VEND-034,ICT,7492.99
2024-10-23,VEND-020,Office Supplies,3246.01
2024-10-23,VEND-056,Construction,34265.83
2024-10-23,VEND-058,Construction,27507.43
2024-10-24,VEND-024,Construction,126829.14
2024-10-24,VEND-026,ICT,9441.6
2024-10-24,VEND-021,Construction,123386.03
2024-10-24,VEND-046,ICT,7647.38
2024-10-24,VEND-014,Construction,32315.52
2024-10-24,VEND-037,Office Supplies,10210.09
2024-10-25,VEND-024,Consulting,48880.48
2024-10-25,VEND-018,Consulting,49628.12
2024-10-25,VEND-024,Consulting,8821.42
2024-10-25,VEND-030,Construction,56723.76
2024-10-25,VEND-019,Travel,5296.07
2024-10-25,VEND-036,Construction,33461.87
2024-10-26,VEND-052,ICT,7087.42
2024-10-26,VEND-028,ICT,19190.26
2024-10-26,VEND-004,Office Supplies,1189.99
2024-10-26,VEND-047,Construction,136881.83
2024-10-26,VEND-011,ICT,23887.43
2024-10-26,VEND-026,Office Supplies,1832.94
2024-10-27,VEND-050,Consulting,11932.66
2024-10-27,VEND-043,ICT,6129.64
2024-10-27,VEND-017,ICT,8742.89
2024-10-27,VEND-051,Travel,6036.74
2024-10-27,VEND-051,Travel,2873.06
2024-10-27,VEND-037,Construction,17285.03
2024-10-28,VEND-036,Construction,68236.25
2024-10-28,VEND-004,ICT,11281.96
2024-10-28,VEND-020,ICT,10179.44
2024-10-28,VEND-036,Consulting,8784.61
2024-10-28,VEND-010,ICT,20423.88
2024-10-28,VEND-054,ICT,7919.35
2024-10-29,VEND-009,Construction,33735.18
2024-10-29,VEND-056,Construction,69069.56
2024-10-29,VEND-021,ICT,22572.7
2024-10-29,VEND-033,Consulting,54194.09
2024-10-29,VEND-032,Office Supplies,2009.64
2024-10-29,VEND-020,Consulting,13879.17
2024-10-30,VEND-026,ICT,10276.57
2024-10-30,VEND-014,Construction,78468.33
2024-10-30,VEND-024,Office Supplies,1130.0
2024-10-30,VEND-051,Construction,63237.39
2024-10-30,VEND-041,Travel,1441.84
2024-10-30,VEND-053,ICT,24137.1
2024-10-31,VEND-055,ICT,17543.5
2024-10-31,VEND-024,Consulting,12217.18
2024-10-31,VEND-041,ICT,15521.04
2024-10-31,VEND-049,Office Supplies,3334.49
2024-10-31,VEND-001,Consulting,15225.93
2024-10-31,VEND-005,Construction,27364.66
2024-11-01,VEND-034,Travel,4937.88
2024-11-01,VEND-051,Office Supplies,3784.14
2024-11-01,VEND-040,Consulting,10445.1
2024-11-01,VEND-059,ICT,12543.07
2024-11-01,VEND-020,Construction,30541.43
2024-11-01,VEND-004,Consulting,9905.34
2024-11-02,VEND-021,Office Supplies,923.84
2024-11-02,VEND-052,Consulting,16938.43
2024-11-02,VEND-058,Office Supplies,1846.65
2024-11-02,VEND-049,Office Supplies,861.18
2024-11-02,VEND-008,ICT,11568.44
2024-11-02,VEND-042,ICT,7716.74
2024-11-03,VEND-025,Construction,53834.48
2024-11-03,VEND-043,Construction,28662.45
2024-11-03,VEND-028,Office Supplies,733.44
2024-11-03,VEND-037,Office Supplies,2481.46
2024-11-03,VEND-048,Consulting,12233.71
2024-11-03,VEND-018,Office Supplies,4744.88
2024-11-04,VEND-007,ICT,21637.99
2024-11-04,VEND-045,Consulting,23722.06
2024-11-04,VEND-008,Travel,3108.49
2024-11-04,VEND-060,Office Supplies,1726.8
2024-11-04,VEND-046,Office Supplies,4017.08
2024-11-04,VEND-032,ICT,8233.05
2024-11-05,VEND-001,ICT,7165.68
2024-11-05,VEND-055,Construction,89308.22
2024-11-05,VEND-028,ICT,6899.16
2024-11-05,VEND-031,Office Supplies,4449.06
2024-11-05,VEND-003,Consulting,20216.94
2024-11-05,VEND-025,Consulting,10066.03
2024-11-06,VEND-035,Office Supplies,1606.5
2024-11-06,VEND-029,ICT,5643.93
2024-11-06,VEND-009,ICT,14167.24
2024-11-06,VEND-034,Construction,69821.84
2024-11-06,VEND-048,Office Supplies,2294.06
2024-11-06,VEND-056,Consulting,29898.26
2024-11-07,VEND-034,ICT,8380.32
2024-11-07,VEND-047,Construction,120456.71
2024-11-07,VEND-022,ICT,6047.4
2024-11-07,VEND-044,Office Supplies,7369.76
2024-11-07,VEND-020,Construction,46036.42
2024-11-07,VEND-034,Office Supplies,2386.4
2024-11-08,VEND-039,Construction,34052.11
2024-11-08,VEND-020,ICT,13539.38
2024-11-08,VEND-003,ICT,8840.91
2024-11-08,VEND-025,Consulting,25510.94
2024-11-08,VEND-057,ICT,8400.46
2024-11-08,VEND-046,Construction,40095.66
2024-11-09,VEND-009,Office Supplies,1952.7
2024-11-09,VEND-013,Office Supplies,2634.12
2024-11-09,VEND-027,Office Supplies,3684.05
2024-11-09,VEND-027,Consulting,19693.63
2024-11-09,VEND-053,Construction,20459.83
2024-11-09,VEND-035,Consulting,11302.63
2024-11-10,VEND-049,Construction,42437.34
2024-11-10,VEND-024,ICT,27992.38
2024-11-10,VEND-028,ICT,16600.42
2024-11-10,VEND-007,ICT,20404.54
2024-11-10,VEND-057,Consulting,54469.25
2024-11-10,VEND-047,ICT,21121.55
2024-11-11,VEND-036,Construction,35817.51
2024-11-11,VEND-030,ICT,10131.97
2024-11-11,VEND-014,ICT,4326.61
2024-11-11,VEND-035,Consulting,21967.64
2024-11-11,VEND-059,ICT,17783.53
2024-11-11,VEND-008,Travel,9503.26
2024-11-12,VEND-056,Office Supplies,1072.07
2024-11-12,VEND-055,ICT,5590.18
2024-11-12,VEND-012,Consulting,11818.79
2024-11-12,VEND-046,Consulting,25780.84
2024-11-12,VEND-020,Office Supplies,1416.49
2024-11-12,VEND-044,ICT,12262.49
2024-11-13,VEND-024,ICT,21542.45
2024-11-13,VEND-008,Travel,5132.83
2024-11-13,VEND-012,Construction,15190.09
2024-11-13,VEND-015,Construction,29781.94
2024-11-13,VEND-040,Consulting,14733.44
2024-11-13,VEND-038,Travel,6731.01
2024-11-14,VEND-007,Consulting,8705.35
2024-11-14,VEND-004,ICT,19194.6
2024-11-14,VEND-002,Construction,165542.53
2024-11-14,VEND-027,ICT,10798.15
2024-11-14,VEND-006,Office Supplies,8697.08
2024-11-14,VEND-018,Office Supplies,2345.93
2024-11-15,VEND-008,Construction,31174.52
2024-11-15,VEND-042,ICT,11736.28
2024-11-15,VEND-040,Travel,3329.71
2024-11-15,VEND-048,Construction,13013.01
2024-11-15,VEND-038,ICT,12608.49
2024-11-15,VEND-049,Office Supplies,917.53
2024-11-16,VEND-049,ICT,23002.3
2024-11-16,VEND-042,ICT,8485.75
2024-11-16,VEND-037,ICT,10900.7
2024-11-16,VEND-017,ICT,17952.16
2024-11-16,VEND-041,ICT,12769.16
2024-11-16,VEND-011,ICT,3279.12
2024-11-17,VEND-045,ICT,18911.5
2024-11-17,VEND-044,Construction,42705.73
2024-11-17,VEND-045,Office Supplies,2704.09
2024-11-17,VEND-048,Consulting,25379.13
2024-11-17,VEND-046,ICT,18131.03
2024-11-17,VEND-045,ICT,15436.05
2024-11-18,VEND-033,Office Supplies,3595.33
2024-11-18,VEND-018,Construction,21838.19
2024-11-18,VEND-049,ICT,23668.09
2024-11-18,VEND-058,ICT,44896.76
2024-11-18,VEND-029,Construction,32815.0
2024-11-18,VEND-002,Consulting,39491.27
2024-11-19,VEND-051,Office Supplies,2274.6
2024-11-19,VEND-057,Travel,17515.76
2024-11-19,VEND-053,ICT,15734.98
2024-11-19,VEND-038,Travel,1993.84
2024-11-19,VEND-043,Office Supplies,2660.79
2024-11-19,VEND-045,Construction,140783.59
2024-11-20,VEND-024,Construction,40523.41
2024-11-20,VEND-028,Consulting,6563.84
2024-11-20,VEND-045,Construction,37678.0
2024-11-20,VEND-053,ICT,22990.25
2024-11-20,VEND-032,Office Supplies,944.26
2024-11-20,VEND-028,Office Supplies,2907.94
2024-11-21,VEND-011,Consulting,12899.33
2024-11-21,VEND-058,Consulting,18391.08
2024-11-21,VEND-024,Construction,42935.55
2024-11-21,VEND-056,Construction,36572.51
2024-11-21,VEND-001,ICT,9415.68
2024-11-21,VEND-020,Construction,48633.34
2024-11-22,VEND-035,Construction,10989.56
2024-11-22,VEND-031,Construction,55001.59
2024-11-22,VEND-005,Office Supplies,1308.85
2024-11-22,VEND-048,Consulting,18130.61
2024-11-22,VEND-004,ICT,11811.38
2024-11-22,VEND-050,ICT,14196.61
2024-11-23,VEND-011,Construction,45148.54
2024-11-23,VEND-026,ICT,9020.35
2024-11-23,VEND-042,ICT,11380.36
2024-11-23,VEND-006,Construction,36040.95
2024-11-23,VEND-037,Office Supplies,745.42
2024-11-23,VEND-037,Office Supplies,1777.96
2024-11-24,VEND-004,Travel,5772.9
2024-11-24,VEND-009,Travel,3110.27
2024-11-24,VEND-048,Travel,1508.63
2024-11-24,VEND-005,Office Supplies,901.85
2024-11-24,VEND-022,ICT,33933.94
2024-11-24,VEND-023,ICT,45772.65
2024-11-25,VEND-051,Construction,23774.68
2024-11-25,VEND-021,ICT,7105.44
2024-11-25,VEND-028,Construction,13723.13
2024-11-25,VEND-035,Consulting,25061.55
2024-11-25,VEND-017,ICT,8773.76
2024-11-25,VEND-018,Office Supplies,3087.45
2024-11-26,VEND-037,Consulting,51883.64
2024-11-26,VEND-008,Office Supplies,4326.99
2024-11-26,VEND-019,ICT,58645.61
2024-11-26,VEND-027,ICT,4870.15
2024-11-26,VEND-012,Travel,4457.25
2024-11-26,VEND-054,ICT,34687.41
2024-11-27,VEND-020,Office Supplies,2585.54
2024-11-27,VEND-058,Construction,36625.59
2024-11-27,VEND-048,Travel,3526.23
2024-11-27,VEND-052,ICT,5937.88
2024-11-27,VEND-038,Office Supplies,759.3
2024-11-27,VEND-024,Consulting,34115.15
2024-11-28,VEND-051,Construction,70239.6
2024-11-28,VEND-051,Consulting,17904.3
2024-11-28,VEND-047,Office Supplies,587.83
2024-11-28,VEND-004,Office Supplies,787.41
2024-11-28,VEND-008,Office Supplies,2426.12
2024-11-28,VEND-017,Office Supplies,2189.82
2024-11-29,VEND-038,Consulting,8659.46
2024-11-29,VEND-005,ICT,7450.28
2024-11-29,VEND-016,Construction,66699.87
2024-11-29,VEND-022,Office Supplies,2472.67
2024-11-29,VEND-042,Consulting,28325.57
2024-11-29,VEND-021,Consulting,30978.15
2024-11-30,VEND-056,Construction,30896.17
2024-11-30,VEND-030,Consulting,26843.53
2024-11-30,VEND-007,ICT,8701.88
2024-11-30,VEND-036,ICT,20062.99
2024-11-30,VEND-040,Office Supplies,1497.16
2024-11-30,VEND-060,Travel,4924.16
2024-12-01,VEND-002,Consulting,22721.02
2024-12-01,VEND-023,ICT,15716.33
2024-12-01,VEND-030,Construction,40805.72
2024-12-01,VEND-011,ICT,7674.98
2024-12-01,VEND-045,Construction,47977.63
2024-12-01,VEND-045,Consulting,14757.15
2024-12-02,VEND-040,Travel,1219.98
2024-12-02,VEND-034,ICT,13638.31
2024-12-02,VEND-002,Office Supplies,1975.72
2024-12-02,VEND-056,Consulting,16812.06
2024-12-02,VEND-008,ICT,7564.16
2024-12-02,VEND-056,ICT,6827.54
2024-12-03,VEND-053,Construction,38077.66
2024-12-03,VEND-017,Office Supplies,3217.08
2024-12-03,VEND-053,Consulting,16585.82
2024-12-03,VEND-025,Construction,53148.43
2024-12-03,VEND-010,ICT,12057.48
2024-12-03,VEND-008,Consulting,29218.86
2024-12-04,VEND-050,Consulting,20651.13
2024-12-04,VEND-052,Consulting,60571.99
2024-12-04,VEND-004,Construction,61616.22
2024-12-04,VEND-023,ICT,4229.14
2024-12-04,VEND-034,Office Supplies,1121.45
2024-12-04,VEND-034,ICT,9878.61
2024-12-05,VEND-057,Office Supplies,1483.36
2024-12-05,VEND-058,ICT,4767.8
2024-12-05,VEND-017,Office Supplies,3336.04
2024-12-05,VEND-050,ICT,31266.73
2024-12-05,VEND-029,Construction,60011.42
2024-12-05,VEND-057,Travel,3423.52
2024-12-06,VEND-044,Construction,69677.22
2024-12-06,VEND-018,Consulting,11937.33
2024-12-06,VEND-048,Office Supplies,3665.62
2024-12-06,VEND-051,Travel,3499.35
2024-12-06,VEND-033,ICT,11537.22
2024-12-06,VEND-025,Travel,12478.61
2024-12-07,VEND-033,Consulting,28554.86
2024-12-07,VEND-011,ICT,25193.48
2024-12-07,VEND-021,Travel,2017.32
2024-12-07,VEND-019,Construction,84923.7
2024-12-07,VEND-048,Consulting,14715.79
2024-12-07,VEND-041,Construction,34348.18
2024-12-08,VEND-035,Construction,53492.33
2024-12-08,VEND-060,Construction,27285.66
2024-12-08,VEND-036,Office Supplies,2510.31
2024-12-08,VEND-016,Office Supplies,992.83
2024-12-08,VEND-022,Construction,56948.17
2024-12-08,VEND-045,ICT,17508.09
2024-12-09,VEND-008,Office Supplies,2073.82
2024-12-09,VEND-018,Consulting,12332.14
2024-12-09,VEND-001,Office Supplies,1790.35
2024-12-09,VEND-060,Office Supplies,7151.16
2024-12-09,VEND-054,ICT,21892.8
2024-12-09,VEND-044,Construction,61373.65
2024-12-10,VEND-038,ICT,6268.18
2024-12-10,VEND-022,Construction,72225.39
2024-12-10,VEND-012,Consulting,9555.68
2024-12-10,VEND-024,Consulting,32779.08
2024-12-10,VEND-055,Office Supplies,5132.45
2024-12-10,VEND-047,Office Supplies,1580.77
2024-12-11,VEND-047,ICT,7591.41
2024-12-11,VEND-034,Office Supplies,2386.7
2024-12-11,VEND-025,ICT,3865.97
2024-12-11,VEND-058,Office Supplies,1423.87
2024-12-11,VEND-016,ICT,21292.0
2024-12-11,VEND-036,ICT,37951.43
2024-12-12,VEND-032,Consulting,19807.58
2024-12-12,VEND-033,Office Supplies,3488.83
2024-12-12,VEND-059,Consulting,9133.76
2024-12-12,VEND-003,Construction,30172.15
2024-12-12,VEND-013,Consulting,17508.2
2024-12-12,VEND-023,Office Supplies,3221.65
2024-12-13,VEND-055,Consulting,17523.8
2024-12-13,VEND-032,Office Supplies,2233.82
2024-12-13,VEND-022,Consulting,26485.43
2024-12-13,VEND-059,Construction,147763.05
2024-12-13,VEND-025,Office Supplies,3626.24
2024-12-13,VEND-045,Office Supplies,2558.78
2024-12-14,VEND-004,ICT,12154.94
2024-12-14,VEND-028,Construction,56446.83
2024-12-14,VEND-057,Consulting,33733.75
2024-12-14,VEND-041,Office Supplies,1282.96
2024-12-14,VEND-020,Consulting,20954.52
2024-12-14,VEND-011,Consulting,18023.56
2024-12-15,VEND-034,ICT,4355.64
2024-12-15,VEND-058,ICT,7793.69
2024-12-15,VEND-022,Consulting,14275.79
2024-12-15,VEND-014,Office Supplies,1775.34
2024-12-15,VEND-030,Consulting,11408.61
2024-12-15,VEND-008,Office Supplies,2093.08
2024-12-16,VEND-006,ICT,9275.35
2024-12-16,VEND-004,ICT,17082.23
2024-12-16,VEND-011,Travel,3910.94
2024-12-16,VEND-018,Construction,54914.03
2024-12-16,VEND-026,Consulting,17928.87
2024-12-16,VEND-044,ICT,8066.48
2024-12-17,VEND-002,Office Supplies,2235.5
2024-12-17,VEND-008,Travel,5356.21
2024-12-17,VEND-047,ICT,35428.46
2024-12-17,VEND-043,ICT,10701.29
2024-12-17,VEND-022,Consulting,18391.38
2024-12-17,VEND-044,Office Supplies,1068.84
2024-12-18,VEND-060,ICT,5667.01
2024-12-18,VEND-055,ICT,17246.61
2024-12-18,VEND-057,Office Supplies,2006.04
2024-12-18,VEND-044,Construction,26653.08
2024-12-18,VEND-056,Consulting,12904.61
2024-12-18,VEND-034,Travel,2576.61
2024-12-19,VEND-053,Travel,1696.44
2024-12-19,VEND-035,ICT,4585.73
2024-12-19,VEND-018,Travel,1239.96
2024-12-19,VEND-029,Travel,6955.34
2024-12-19,VEND-050,Consulting,36591.45
2024-12-19,VEND-026,Travel,1800.57
2024-12-20,VEND-011,Travel,3832.68
2024-12-20,VEND-005,Office Supplies,1241.22
2024-12-20,VEND-045,ICT,13643.31
2024-12-20,VEND-004,ICT,10710.86
2024-12-20,VEND-035,Consulting,52376.24
2024-12-20,VEND-051,Construction,17603.85
2024-12-21,VEND-007,ICT,19153.22
2024-12-21,VEND-005,Office Supplies,1848.02
2024-12-21,VEND-015,Construction,41684.65
2024-12-21,VEND-045,Consulting,39617.93
2024-12-21,VEND-039,Consulting,11497.8
2024-12-21,VEND-046,ICT,6482.94
2024-12-22,VEND-024,ICT,2515.27
2024-12-22,VEND-036,Office Supplies,2478.93
2024-12-22,VEND-003,Consulting,24064.03
2024-12-22,VEND-049,Construction,92034.82
2024-12-22,VEND-005,Consulting,11346.0
2024-12-22,VEND-053,Construction,16555.13
2024-12-23,VEND-010,Office Supplies,1466.73
2024-12-23,VEND-039,ICT,12248.43
2024-12-23,VEND-051,Construction,24256.91
2024-12-23,VEND-004,ICT,7655.99
2024-12-23,VEND-047,Travel,5712.32
2024-12-23,VEND-013,Construction,22587.26
2024-12-24,VEND-025,Construction,23790.45
2024-12-24,VEND-051,ICT,5847.05
2024-12-24,VEND-054,ICT,19200.59
2024-12-24,VEND-016,Construction,38696.11
2024-12-24,VEND-049,Office Supplies,5281.96
2024-12-24,VEND-055,Construction,16032.23
2024-12-25,VEND-009,Consulting,9721.33
2024-12-25,VEND-032,ICT,16418.6
2024-12-25,VEND-052,ICT,17728.56
2024-12-25,VEND-059,Consulting,6493.1
2024-12-25,VEND-025,Office Supplies,2244.44
2024-12-25,VEND-017,ICT,6761.2
2024-12-26,VEND-032,Travel,5236.77
2024-12-26,VEND-006,ICT,20440.13
2024-12-26,VEND-057,Travel,7297.12
2024-12-26,VEND-059,ICT,20892.78
2024-12-26,VEND-020,ICT,9621.22
2024-12-26,VEND-003,Travel,2883.96
2024-12-27,VEND-045,ICT,18677.7
2024-12-27,VEND-001,Travel,7535.92
2024-12-27,VEND-032,Construction,97661.23
2024-12-27,VEND-018,Office Supplies,288.34
2024-12-27,VEND-014,ICT,9444.34
2024-12-27,VEND-014,Consulting,19153.76
2024-12-28,VEND-029,Office Supplies,2380.93
2024-12-28,VEND-057,Office Supplies,1282.92
2024-12-28,VEND-005,Consulting,3946.72
2024-12-28,VEND-006,Consulting,35960.91
2024-12-28,VEND-031,ICT,13426.16
2024-12-28,VEND-023,Construction,51656.62
2024-12-29,VEND-008,Construction,45175.29
2024-12-29,VEND-056,ICT,27020.92
2024-12-29,VEND-008,Travel,1695.05
2024-12-29,VEND-049,ICT,18068.0
2024-12-29,VEND-012,ICT,5747.59
2024-12-29,VEND-033,Consulting,12327.12
2024-12-30,VEND-056,Construction,52743.94
2024-12-30,VEND-050,Office Supplies,3885.81
2024-12-30,VEND-002,Construction,23028.85
2024-12-30,VEND-039,ICT,25188.65
2024-12-30,VEND-015,Travel,8735.15
2024-12-30,VEND-023,ICT,23876.17
2024-12-31,VEND-029,Construction,35113.42
2024-12-31,VEND-010,Construction,52606.03
2024-12-31,VEND-010,Travel,3738.29
2024-12-31,VEND-006,ICT,10222.11
2024-12-31,VEND-018,Consulting,16426.79
2024-12-31,VEND-041,Consulting,20081.29
2025-01-01,VEND-003,ICT,7438.14
2025-01-01,VEND-025,ICT,12268.46
2025-01-01,VEND-038,Office Supplies,3557.85
2025-01-01,VEND-043,Travel,13484.28
2025-01-01,VEND-020,Consulting,14918.63
2025-01-01,VEND-020,Consulting,10368.12
2025-01-02,VEND-022,ICT,40951.85
2025-01-02,VEND-015,Travel,6035.29
2025-01-02,VEND-006,Consulting,51510.79
2025-01-02,VEND-036,Construction,32186.71
2025-01-02,VEND-053,ICT,11073.7
2025-01-02,VEND-022,Travel,2076.77
2025-01-03,VEND-045,Travel,1597.26
2025-01-03,VEND-049,Construction,106151.83
2025-01-03,VEND-019,Construction,46917.53
2025-01-03,VEND-036,Travel,5862.37
2025-01-03,VEND-006,Office Supplies,5171.35
2025-01-03,VEND-017,Travel,5775.21
2025-01-04,VEND-052,Construction,27277.0
2025-01-04,VEND-025,Office Supplies,4442.93
2025-01-04,VEND-009,Construction,34625.97
2025-01-04,VEND-019,Construction,17162.32
2025-01-04,VEND-042,Consulting,40998.38
2025-01-04,VEND-045,Consulting,34702.43
2025-01-05,VEND-032,ICT,14316.91
2025-01-05,VEND-033,Travel,3301.43
2025-01-05,VEND-040,ICT,6925.37
2025-01-05,VEND-050,Construction,27318.64
2025-01-05,VEND-018,Office Supplies,5797.6
2025-01-05,VEND-055,Construction,81852.49
2025-01-06,VEND-059,Office Supplies,2969.13
2025-01-06,VEND-056,ICT,15928.47
2025-01-06,VEND-056,ICT,28081.72
2025-01-06,VEND-008,Travel,5719.06
2025-01-06,VEND-006,ICT,18081.77
2025-01-06,VEND-039,Office Supplies,1940.35
2025-01-07,VEND-009,ICT,19513.64
2025-01-07,VEND-059,ICT,10207.49
2025-01-07,VEND-060,Construction,20155.94
2025-01-07,VEND-040,Office Supplies,3334.12
2025-01-07,VEND-028,Construction,62156.59
2025-01-07,VEND-022,Construction,50260.09
2025-01-08,VEND-022,Office Supplies,1013.64
2025-01-08,VEND-043,Construction,58143.89
2025-01-08,VEND-050,Construction,33474.66
2025-01-08,VEND-038,Construction,107001.38
2025-01-08,VEND-007,ICT,16618.71
2025-01-08,VEND-047,Office Supplies,1179.56
2025-01-09,VEND-004,Consulting,13115.62
2025-01-09,VEND-027,Travel,2631.78
2025-01-09,VEND-058,Construction,12425.87
2025-01-09,VEND-025,Office Supplies,3028.77
2025-01-09,VEND-005,Office Supplies,3183.17
2025-01-09,VEND-042,Construction,32058.37
2025-01-10,VEND-049,Construction,26213.49
2025-01-10,VEND-009,ICT,7572.58
2025-01-10,VEND-041,ICT,9025.81
2025-01-10,VEND-042,Office Supplies,4089.11
2025-01-10,VEND-030,Office Supplies,1620.19
2025-01-10,VEND-022,Construction,12964.53
2025-01-11,VEND-032,ICT,2980.02
2025-01-11,VEND-047,Consulting,8441.57
2025-01-11,VEND-021,Construction,117164.12
2025-01-11,VEND-006,Consulting,12093.39
2025-01-11,VEND-030,Office Supplies,2753.92
2025-01-11,VEND-043,ICT,3982.07
2025-01-12,VEND-034,Office Supplies,4305.04
2025-01-12,VEND-028,Construction,135235.28
2025-01-12,VEND-019,Construction,33169.44
2025-01-12,VEND-028,Construction,30271.82
2025-01-12,VEND-033,Consulting,15629.91
2025-01-12,VEND-019,Construction,51424.92
2025-01-13,VEND-029,Consulting,39112.36
2025-01-13,VEND-051,Construction,32983.6
2025-01-13,VEND-047,Consulting,12900.69
2025-01-13,VEND-049,ICT,12414.73
2025-01-13,VEND-024,Construction,42332.05
2025-01-13,VEND-007,Consulting,24710.67
2025-01-14,VEND-058,ICT,18809.47
2025-01-14,VEND-053,Construction,87525.97
2025-01-14,VEND-059,Office Supplies,4075.83
2025-01-14,VEND-015,Construction,54532.61
2025-01-14,VEND-016,Office Supplies,3400.97
2025-01-14,VEND-028,ICT,6824.5
2025-01-15,VEND-022,Consulting,13980.85
2025-01-15,VEND-051,Office Supplies,5834.2
2025-01-15,VEND-029,ICT,14078.9
2025-01-15,VEND-002,ICT,4053.82
2025-01-15,VEND-046,Construction,37007.32
2025-01-15,VEND-040,Construction,44717.79
2025-01-16,VEND-008,ICT,7005.38
2025-01-16,VEND-012,Office Supplies,1469.07
2025-01-16,VEND-052,ICT,17869.59
2025-01-16,VEND-045,Consulting,21132.0
2025-01-16,VEND-020,Construction,53637.76
2025-01-16,VEND-059,Travel,3818.28
2025-01-17,VEND-014,ICT,7647.84
2025-01-17,VEND-059,Construction,42542.14
2025-01-17,VEND-011,Consulting,6691.99
2025-01-17,VEND-043,Consulting,6919.16
2025-01-17,VEND-049,Travel,7396.98
2025-01-17,VEND-031,Construction,35300.6
2025-01-18,VEND-025,Office Supplies,2584.62
2025-01-18,VEND-009,Consulting,39662.03
2025-01-18,VEND-039,Consulting,24417.32
2025-01-18,VEND-052,Consulting,25687.97
2025-01-18,VEND-029,ICT,22861.52
2025-01-18,VEND-028,Construction,112434.89
2025-01-19,VEND-017,ICT,14337.12
2025-01-19,VEND-031,ICT,15844.42
2025-01-19,VEND-037,Consulting,25612.11
2025-01-19,VEND-042,Consulting,19277.59
2025-01-19,VEND-016,Construction,120419.64
2025-01-19,VEND-059,ICT,8097.53
2025-01-20,VEND-030,ICT,22315.06
2025-01-20,VEND-044,Travel,4509.6
2025-01-20,VEND-050,Office Supplies,7651.37
2025-01-20,VEND-026,Construction,105576.13
2025-01-20,VEND-038,Construction,42848.04
2025-01-20,VEND-003,Consulting,22167.26
2025-01-21,VEND-045,Travel,1618.98
2025-01-21,VEND-021,Office Supplies,4269.49
2025-01-21,VEND-022,Consulting,21126.17
